no,title,local_category,food_category_1st,food_category_2nd,dining_food_cate_1,dining_food_cate_2,information,isParking,isValet,isPet,isPackaging,isReservation,address,telephone,menu1,price1,menu2,price2,menu_URL,diningcode_Star,diningcode_Score,comment,comment_weight,rank_score,mon_business,mon_breaktime,tues_business,tues_breaktime,wed_business,wed_breaktime,thurs_business,thurs_breaktime,fri_business,fri_breaktime,sat_business,sat_breaktime,sun_business,sun_breaktime,latitude,longitude,img_file1,img_file2,closest_parking_name,closest_parking_address,closest_parking_latitude,closest_parking_longitude
1135,메종 성수돈,성수,한식,고깃집,돼지고기,꽃목살,"분위기좋은, 예약필수, 바테이블",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 315-35 2층,0507-1384-8045,본삼겹(180g),"18,000원",꽃목살(180g),"18,000원",https://www.diningcode.com/profile.php?rid=qMd70llG5uuV,5,25,1,0.5,62.5,휴무일,, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00,37.54318422,127.0549704,C:\projects\blackmamba\media\1135_01.jpg,C:\projects\blackmamba\media\1135_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
1153,루덴,성수동,양식,레스토랑,레스토랑,프렌치레스토랑,"유럽풍, 셀프바, 넓은테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 316-38,0507-1396-9636,크림뇨끼,"23,000원",라자냐,"21,000원",https://www.diningcode.com/profile.php?rid=VnAjJHxykLUf,5,25,1,0.5,62.5, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 22:00,,37.54350426,127.0539825,C:\projects\blackmamba\media\1153_01.jpg,C:\projects\blackmamba\media\1153_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
1154,성수정찬,성수역,한식,백반,한식뷔페,,"가성비좋은, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 277-61,0507-1481-0021,프리미엄 한식뷔페,"8,000원",조각수박,,https://www.diningcode.com/profile.php?rid=7pIObYaOuQCq,5,25,8,0.5,62.5, 11:00 - 14:00,, 11:00 - 14:00,, 11:00 - 14:00,, 11:00 - 14:00,, 11:00 - 14:00,,휴무일,,휴무일,,37.5434447,127.0610244,C:\projects\blackmamba\media\1154_01.jpg,C:\projects\blackmamba\media\1154_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
1155,둘쭈라 성수,성수,양식,와인바,와인바,,"분위기좋은, 바테이블, 반려동물동반, 주차",TRUE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동2가 289-227,0507-1368-2841,게살 모나카 4piece,"12,000원",부라타치즈 카프레제,"18,000원",https://www.diningcode.com/profile.php?rid=b7rzIei6b8Wo,5,25,1,0.5,62.5,휴무일,, 18:00 - 01:00,, 18:00 - 01:00,, 18:00 - 01:00,, 18:00 - 01:00,, 17:00 - 01:00,, 17:00 - 23:00,,37.54709709,127.05534,C:\projects\blackmamba\media\1155_01.jpg,C:\projects\blackmamba\media\1155_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
1159,샤브인서울 성수점,성수,한식,샤브샤브,샤브샤브,흑돼지,"캐주얼한, 콜키지, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 315-73 1층,0507-1319-1267,1등급 흑돼지 삼겹 샤브정식 - 런치,"20,000원",1등급 흑돼지 목살 샤브정식 - 런치,"20,000원",https://www.diningcode.com/profile.php?rid=RQto2I2xAZk1,5,25,3,0.5,62.5, 11:00 - 23:00, 15:30 - 17:00, 11:00 - 23:00, 15:30 - 17:00, 11:00 - 23:00, 15:30 - 17:00, 11:00 - 23:00, 15:30 - 17:00, 11:00 - 23:00, 15:30 - 17:00, 11:00 - 23:00, 15:30 - 17:00, 11:00 - 23:00, 15:30 - 17:00,37.54424908,127.0558107,C:\projects\blackmamba\media\1159_01.jpg,C:\projects\blackmamba\media\1159_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
190,하루나,성수동,일식,돈카츠,돈까스,일식돈까스,"얼큰, 점심식사, 저녁식사, 저녁, 점심, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 333-123,0507-1434-1003,하루나정식(안심 메인),"12,000원",냉모밀세트,"11,500원",https://www.diningcode.com/profile.php?rid=VjC6xWZ6T1eX,3,41,0,0.5,61.5, 11:00 - 20:40,, 11:00 - 20:40,, 11:00 - 20:40,, 12:00 - 20:00,, 11:00 - 20:40,, 12:00 - 20:00,,휴무일,,37.54217441,127.0529285,C:\projects\blackmamba\media\190_01.jpg,C:\projects\blackmamba\media\190_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
231,수향,성수동,중식,짜장면,짜장면,중화요리,"가성비좋은, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 269-25,02-6466-3888,짜장면,"6,000원",간짜장,"7,000원",https://www.diningcode.com/profile.php?rid=y6xKgFJlu2Bb,3,41,0,0.5,61.5, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54021964,127.0567418,C:\projects\blackmamba\media\231_01.jpg,C:\projects\blackmamba\media\231_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
235,미각짬뽕양꼬치,성수역,중식,중식당,중식당,양꼬치,"저렴, 저녁식사, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 289-14,02-461-5678,생 양꼬치,"14,000원",생 매운양꼬치,"15,000원",https://www.diningcode.com/profile.php?rid=nCuctkLQpTNI,3,41,0,0.5,61.5, 11:00 - 00:00,, 11:00 - 00:00,, 11:00 - 00:00,, 11:00 - 00:00,, 11:00 - 00:00,, 11:00 - 00:00,,휴무일,,37.54576323,127.0547941,C:\projects\blackmamba\media\235_01.jpg,C:\projects\blackmamba\media\235_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
251,돈이야,서울숲,일식,돈카츠,돈까스,,,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 227-2,02-498-5567,,,,,https://www.diningcode.com/profile.php?rid=zAlUq1EOiARp,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.53836279,127.048821,C:\projects\blackmamba\media\251_01.jpg,C:\projects\blackmamba\media\251_02.jpg,강변건물공영주차장,서울 성동구 둘레길 47-5,37.53696362,127.0490666
363,잭슨피자 성수점,성수동,양식,피자,피자,하와이안피자,"미국스타일, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 230-9,0507-1482-0717,마가리타,8800~26800,파이브치즈,9800~31000,https://www.diningcode.com/profile.php?rid=lKL0pbH8bgcV,3,41,0,0.5,61.5, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,,37.53749241,127.0594758,C:\projects\blackmamba\media\363_01.jpg,C:\projects\blackmamba\media\363_02.jpg,성수2가1동 공영주차장,서울 성동구 성덕정길 115,37.5371748,127.0561628
364,파파존스,성수,양식,피자,피자,브라우니,"저렴, 테이크아웃, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-297,02-461-8188,수퍼 파파스(L) 피자,"28,500원",아이리쉬 포테이토(L) 피자,"27,500원",https://www.diningcode.com/profile.php?rid=xoNSLf8WcIY1,3,41,0,0.5,61.5, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,,37.54770786,127.0447614,C:\projects\blackmamba\media\364_01.jpg,C:\projects\blackmamba\media\364_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
367,피자파는집 서울성수점,성수,양식,피자,피자,수제피자,배달,FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 566-10,02-497-4592,달짝핫도그,"18,900원",로즈,"18,900원",https://www.diningcode.com/profile.php?rid=UHxbBFSoChIL,3,41,0,0.5,61.5,휴무일,, 15:00 - 01:50,, 15:00 - 01:50,, 15:00 - 01:50,, 15:00 - 01:50,, 12:00 - 02:00,, 12:00 - 02:00,,37.53717523,127.0556415,C:\projects\blackmamba\media\367_01.jpg,C:\projects\blackmamba\media\367_02.jpg,성수2가1동 공영주차장,서울 성동구 성덕정길 115,37.5371748,127.0561628
370,노브랜드버거 성수점,성수,양식,햄버거,버거,,"합리적가격, 점심식사, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울시 성동구 성수동2가 301-51,02-461-6373,NBB 시그니처,"4,800원",그릴드불고기,"2,900원",https://www.diningcode.com/profile.php?rid=g0taBu5BTaVE,3,41,0,0.5,61.5, 11:00 - 18:00,, 11:00 - 18:00,, 11:00 - 18:00,,휴무일,, 11:00 - 18:00,,휴무일,,휴무일,,37.54538819,127.0504653,C:\projects\blackmamba\media\370_01.jpg,C:\projects\blackmamba\media\370_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
371,팜프레시 팩토리,성수,양식,소시지,수제햄,,"고급진, 저녁식사, 콜키지프리",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 322-4 성수연방내,02-2140-9570,델리미트 플래터,"28,000원",샤퀴테리 플래터,"35,000원",https://www.diningcode.com/profile.php?rid=2DltSltnMkY9,3,41,0,0.5,61.5,휴무일,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,,휴무일,,37.54151571,127.0569692,C:\projects\blackmamba\media\371_01.jpg,C:\projects\blackmamba\media\371_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
372,감닭5900,성수동,양식,치킨,치킨,닭,"착한가격, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 335-47,010-7129-3968,치킨반마리감자튀김,"8,000원",양념반마리감자튀김,"9,000원",https://www.diningcode.com/profile.php?rid=wC0JDg1VN5Kw,3,41,0,0.5,61.5, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,,37.53819384,127.0544202,C:\projects\blackmamba\media\372_01.jpg,C:\projects\blackmamba\media\372_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
438,파스쿠찌,서울숲,카페,카페,카페,뱅쇼,"저렴, 칸막이, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 14-18 서울숲코오롱디지탈타워3차 205호,02-2117-0900,아메리카노 R,"4,500원",아메리카노 L,"5,000원",https://www.diningcode.com/profile.php?rid=KWBvfbFEm25S,3,41,0,0.5,61.5, 09:00 - 22:00,, 09:00 - 22:00,, 09:00 - 22:00,, 12:30 - 21:00,, 09:00 - 22:00,, 11:00 - 22:00,, 12:30 - 21:00,,37.54686713,127.0497143,C:\projects\blackmamba\media\438_01.jpg,C:\projects\blackmamba\media\438_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
439,세라팩토리,성수,양식,브런치,브런치,브런치카페,예약,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 272-42,,,,,,https://www.diningcode.com/profile.php?rid=h6ovICSxr94h,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54096232,127.0595032,C:\projects\blackmamba\media\439_01.jpg,C:\projects\blackmamba\media\439_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
532,기왕생고기,성수역,한식,고깃집,고깃집,소고기,"저렴, 점심식사, 저녁식사, 셀프바",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 315-58,02-468-1110,소한마리(1000G),"88,000원",돼지한마리(800G),"75,000원",https://www.diningcode.com/profile.php?rid=ZWL71c5AxIRG,3,41,0,0.5,61.5, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,,37.54393837,127.0551401,C:\projects\blackmamba\media\532_01.jpg,C:\projects\blackmamba\media\532_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
537,고기다,성수동,한식,고깃집,한우,소고기,"워터에이징, 점심식사, 콜키지, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 284-22,0507-1320-9209,드라이에이징 등심(150g),"60,000원",등심(150g),"37,000원",https://www.diningcode.com/profile.php?rid=GRxavMd99qZD,3,41,0,0.5,61.5, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00,37.54811175,127.0532855,C:\projects\blackmamba\media\537_01.jpg,C:\projects\blackmamba\media\537_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
538,호랑도,성수,한식,갈비,갈비,소고기구이,"분위기좋은, 바테이블, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 289-319,0507-1366-6224,호랑갈비,"35,000원",와규_진(꽃)갈비살,"38,000원",https://www.diningcode.com/profile.php?rid=bkzBtRjtjyc1,3,41,0,0.5,61.5, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 22:00,,37.548083,127.0575242,C:\projects\blackmamba\media\538_01.jpg,C:\projects\blackmamba\media\538_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
539,청죽골 2호점,성수동,한식,갈비,돼지갈비,삼겹살,"어머니손맛, 아침식사, 점심식사, 저녁식사, 셀프바, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-970,02-497-3980,돼지갈비,"14,000원",소모듬 1.2kg,"60,000원",https://www.diningcode.com/profile.php?rid=JsAtl753KgbL,3,41,0,0.5,61.5, 06:00 - 22:00, 15:00 - 16:30, 06:00 - 22:00, 15:00 - 16:30, 06:00 - 22:00, 15:00 - 16:30, 06:00 - 22:00, 15:00 - 16:30, 06:00 - 22:00, 15:00 - 16:30, 11:00 - 22:00,, 11:00 - 22:00,,37.54954385,127.0446903,C:\projects\blackmamba\media\539_01.jpg,C:\projects\blackmamba\media\539_02.jpg,뚝섬유수지 공영주차장,서울 성동구 성수동1가 685-63,37.54962783,127.0414565
546,형제갈비,성수동,한식,갈비,돼지갈비,백반,주차,TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 348-2,0507-1305-5509,돼지왕갈비,"14,000원",,,https://www.diningcode.com/profile.php?rid=poWOeKeRvkdk,3,41,0,0.5,61.5, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,,휴무일,,37.53777399,127.0515838,C:\projects\blackmamba\media\546_01.jpg,C:\projects\blackmamba\media\546_02.jpg,강변건물공영주차장,서울 성동구 둘레길 47-5,37.53696362,127.0490666
561,성원맛가,성수동,한식,닭요리,닭볶음탕,삼겹살,숨은맛집,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 277-37,02-464-4664,제육볶음,"8,000원",오징어 볶음,"8,000원",https://www.diningcode.com/profile.php?rid=TIGrwXcXf9ea,3,41,0,0.5,61.5, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 15:00,,휴무일,,37.54369647,127.0625162,C:\projects\blackmamba\media\561_01.jpg,C:\projects\blackmamba\media\561_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
678,뚝섬김밥,성수동,한식,김밥,김밥,,"저렴, 아침식사",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 14-39,02-497-5852,야채김밥,"3,000원",참치김밥,"4,000원",https://www.diningcode.com/profile.php?rid=5dSHhIVPVa9r,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54614957,127.0490962,C:\projects\blackmamba\media\678_01.jpg,C:\projects\blackmamba\media\678_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
725,파리바게뜨 뚝도시장점,성수동,카페,베이커리,빵,생도넛,,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 507-1,02-469-8212,프랑보아즈무즈,"20,000원",블루베리 치즈무스,"19,000원",https://www.diningcode.com/profile.php?rid=IfT14d0UpCnU,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.5376874,127.0530134,C:\projects\blackmamba\media\725_01.jpg,C:\projects\blackmamba\media\725_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
885,서울왕돈까스 성수점,성수,한식,백반,돈까스,왕돈까스,"직장인맛집, 점심식사, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 308-4 코오롱디지털타워1차 104-1호,02-716-7000,왕돈까스,"11,000원",생선까스,"12,000원",https://www.diningcode.com/profile.php?rid=imgPqWhFt5NH,3,41,0,0.5,61.5, 10:30 - 21:00,, 10:30 - 21:00,, 10:30 - 21:00,, 11:30 - 20:00,, 10:30 - 21:00,,휴무일,, 11:30 - 20:00,,37.54257534,127.051957,C:\projects\blackmamba\media\885_01.jpg,C:\projects\blackmamba\media\885_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
911,테이블 소사이어티 클럽,성수,양식,와인바,와인바,,"인스타감성, 테이크아웃, 바테이블, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-113,0507-1361-0357,뉴욕 플래터 NY Platter,"30,000원",클럽 플래터 Club Platter,"30,000원",https://www.diningcode.com/profile.php?rid=6NwtgXN1Xu9V,3,41,1,0.5,61.5,휴무일,, 19:00 - 23:00,, 19:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,,37.54197031,127.0481453,C:\projects\blackmamba\media\911_01.jpg,C:\projects\blackmamba\media\911_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
913,보르고 와인 스튜디오,서울숲,양식,와인바,와인,치즈,분위기있는,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-345,010-6322-7018,,,,,https://www.diningcode.com/profile.php?rid=V1ELqyT4rF7L,3,41,0,0.5,61.5,휴무일,, 16:00 - 00:00,, 16:00 - 00:00,, 16:00 - 00:00,, 16:00 - 00:00,, 16:00 - 00:00,, 16:00 - 00:00,,37.5471923,127.0399898,C:\projects\blackmamba\media\913_01.jpg,C:\projects\blackmamba\media\913_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
915,스몰글라스,성수,양식,와인바,와인바,수제콜라,"분위기좋은, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 26-3,070-7826-3639,다이아몬드 에스프레소,"2,800원",에스프레소 오네로소,"2,800원",https://www.diningcode.com/profile.php?rid=yN1mfCfR4v3d,3,41,0,0.5,61.5, 08:00 - 21:00,, 08:00 - 21:00,, 08:00 - 21:00,, 11:30 - 21:00,, 08:00 - 21:00,, 11:30 - 21:00,,휴무일,,37.54221927,127.0494196,C:\projects\blackmamba\media\915_01.jpg,C:\projects\blackmamba\media\915_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
920,과일파는 덕이언니,성수동,카페,디저트,디저트,과일,"저렴, 테이크아웃, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 289-39,0507-1463-9904,떡볶이,"5,000원",,,https://www.diningcode.com/profile.php?rid=b0cnFZ4LDuPf,3,41,0,0.5,61.5, 08:00 - 19:00,, 08:00 - 19:00,, 08:00 - 19:00,, 08:00 - 19:00,, 08:00 - 19:00,, 12:00 - 18:00,,휴무일,,37.54821229,127.0556521,C:\projects\blackmamba\media\920_01.jpg,C:\projects\blackmamba\media\920_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
957,카페 조이,성수동,카페,카페,카페,로스팅,"아늑한카페, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동2가 277-50,0507-1417-6618,오피치에이드,"5,000원",원두100g,,https://www.diningcode.com/profile.php?rid=GCW6aIw909gZ,3,41,0,0.5,61.5, 08:00 - 18:00,, 08:00 - 18:00,, 08:00 - 18:00,, 08:00 - 18:00,, 08:00 - 18:00,,휴무일,, 08:00 - 18:00,,37.54478113,127.059295,C:\projects\blackmamba\media\957_01.jpg,C:\projects\blackmamba\media\957_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
986,BHC치킨 성수역점,성수역,양식,치킨,치킨,후라이드,배달,FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 237-2,0504-359-5572,쏘마치,"21,000원",쏘마치 콤보/윙/스틱/순살,"23,000원",https://www.diningcode.com/profile.php?rid=AoR6nVvagYoL,3,41,0,0.5,61.5, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,,37.53811678,127.0495719,C:\projects\blackmamba\media\986_01.jpg,C:\projects\blackmamba\media\986_02.jpg,강변건물공영주차장,서울 성동구 둘레길 47-5,37.53696362,127.0490666
987,오븐에빠진닭 성수점,성수,양식,치킨,치킨,닭,존맛탱,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 289-15,02-468-5892,월남쌈샘플러,"28,000원",로스트샘플러,"29,000원",https://www.diningcode.com/profile.php?rid=cs7kjLlR2H9z,3,41,0,0.5,61.5, 16:00 - 02:00,, 16:00 - 02:00,, 16:00 - 02:00,, 16:00 - 02:00,, 16:00 - 02:00,, 16:00 - 02:00,, 00:00 - 02:00,,37.5458474,127.054571,C:\projects\blackmamba\media\987_01.jpg,C:\projects\blackmamba\media\987_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
988,호식이두마리치킨 서울숲점,서울숲,양식,치킨,치킨,매운간장,"존맛탱, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 532-17,02-497-9922,후라이드+후라이드,"21,000원",후라이드+양념소스,"22,000원",https://www.diningcode.com/profile.php?rid=hhwrhk0qKr0F,3,41,0,0.5,61.5, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,,37.53733625,127.0540673,C:\projects\blackmamba\media\988_01.jpg,C:\projects\blackmamba\media\988_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
989,바사칸동네치킨,성수,양식,치킨,치킨,치맥,"존맛, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 336-17,0507-1405-9282,크리스피후라이드,"12,500원",,,https://www.diningcode.com/profile.php?rid=xFXt3wr2FbCq,3,41,0,0.5,61.5, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,, 12:00 - 00:00,,37.53835919,127.053998,C:\projects\blackmamba\media\989_01.jpg,C:\projects\blackmamba\media\989_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
1018,리빈코리아 갤러리아포레점,서울숲,카페,카페,카페,커피,"저렴, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-696,0507-1387-8861,아메리카노,"3,500원",,,https://www.diningcode.com/profile.php?rid=Ag8nsiTKjgH0,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54578435,127.0424769,C:\projects\blackmamba\media\1018_01.jpg,C:\projects\blackmamba\media\1018_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
1046,요고프로즌요거트 서울숲점,서울숲,카페,디저트,요거트,그릭요거트,"국내산, 야외테라스, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-335,0507-1344-8718,허니그릭볼,"7,900원",블루베리그릭볼,"7,900원",https://www.diningcode.com/profile.php?rid=trVm0Sz1jLij,3,41,0,0.5,61.5, 11:00 - 21:00,, 11:00 - 21:00,,휴무일,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54186741,127.0449777,C:\projects\blackmamba\media\1046_01.jpg,C:\projects\blackmamba\media\1046_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
1069,김뚜껑 부대찌개,성수,한식,부대찌개,부대찌개,부대볶음,"3대째, 점심식사, 저녁식사, 포장가능, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 299-200,02-466-4695,김뚜껑 부대찌개,"9,000원",베이컨부대찌개,"10,000원",https://www.diningcode.com/profile.php?rid=x22yqNAestmO,3,41,1,0.5,61.5, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54784107,127.0550942,C:\projects\blackmamba\media\1069_01.jpg,C:\projects\blackmamba\media\1069_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
